日期,指数代码,指数名称,用途,开盘价,收盘价,最高价,最低价,成交量
2020-01-02,000300,沪深300,CAPM市场基准,4121.349,4152.241,4172.656,4121.349,18211677200
2020-01-03,000300,沪深300,CAPM市场基准,4161.219,4144.965,4164.299,4131.864,14282624400
2020-01-06,000300,沪深300,CAPM市场基准,4120.521,4129.295,4170.638,4102.38,17530995300
2020-01-07,000300,沪深300,CAPM市场基准,4137.402,4160.227,4161.25,4135.097,13948903100
2020-01-08,000300,沪深300,CAPM市场基准,4139.632,4112.317,4149.813,4101.98,16758585000
2020-01-09,000300,沪深300,CAPM市场基准,4145.535,4164.37,4165.657,4143.592,13688632400
2020-01-10,000300,沪深300,CAPM市场基准,4177.578,4163.185,4180.977,4148.482,11303171900
2020-01-13,000300,沪深300,CAPM市场基准,4166.925,4203.988,4203.988,4148.601,11969198200
2020-01-14,000300,沪深300,CAPM市场基准,4215.158,4189.886,4223.508,4188.081,12932078300
2020-01-15,000300,沪深300,CAPM市场基准,4186.881,4166.734,4193.869,4150.88,10463313600
2020-01-16,000300,沪深300,CAPM市场基准,4174.817,4149.043,4175.294,4142.18,10026764200
2020-01-17,000300,沪深300,CAPM市场基准,4162.194,4154.853,4177.028,4141.645,9872568200
2020-01-20,000300,沪深300,CAPM市场基准,4170.737,4185.83,4185.963,4149.488,12240914700
2020-01-21,000300,沪深300,CAPM市场基准,4165.02,4114.309,4165.02,4113.325,13052750700
2020-01-22,000300,沪深300,CAPM市场基准,4093.801,4131.931,4141.177,4046.487,12675876300
2020-01-23,000300,沪深300,CAPM市场基准,4093.323,4003.901,4103.524,3972.393,16035760300
2020-02-03,000300,沪深300,CAPM市场基准,3639.909,3688.358,3732.157,3639.909,15755964700
2020-02-04,000300,沪深300,CAPM市场基准,3652.004,3785.638,3786.863,3652.004,21393332800
2020-02-05,000300,沪深300,CAPM市场基准,3801.099,3828.527,3866.011,3781.613,17492552400
2020-02-06,000300,沪深300,CAPM市场基准,3841.754,3899.775,3914.915,3806.96,17646223500
2020-02-07,000300,沪深300,CAPM市场基准,3879.553,3899.869,3899.884,3849.713,15173175900
2020-02-10,000300,沪深300,CAPM市场基准,3872.374,3916.005,3920.167,3861.007,14840696900
2020-02-11,000300,沪深300,CAPM市场基准,3926.42,3952.464,3970.522,3915.708,14344167400
2020-02-12,000300,沪深300,CAPM市场基准,3945.666,3984.433,3984.433,3940.667,12671032100
2020-02-13,000300,沪深300,CAPM市场基准,3985.876,3959.919,3999.55,3950.142,14500184300
2020-02-14,000300,沪深300,CAPM市场基准,3954.234,3987.734,4001.563,3954.023,14323980300
2020-02-17,000300,沪深300,CAPM市场基准,3999.651,4077.424,4077.446,3999.651,18277896900
2020-02-18,000300,沪深300,CAPM市场基准,4069.832,4057.511,4076.388,4027.786,16323622000
2020-02-19,000300,沪深300,CAPM市场基准,4049.586,4051.311,4085.17,4042.845,16904644100
2020-02-20,000300,沪深300,CAPM市场基准,4062.897,4144.656,4148.529,4055.811,21223262400
2020-02-21,000300,沪深300,CAPM市场基准,4134.875,4149.49,4184.438,4130.168,21721360400
2020-02-24,000300,沪深300,CAPM市场基准,4131.836,4132.839,4149.01,4097.175,21286930300
2020-02-25,000300,沪深300,CAPM市场基准,4066.302,4123.854,4126.708,4020.908,24416783100
2020-02-26,000300,沪深300,CAPM市场基准,4070.099,4073.015,4132.782,4061.125,26109406100
2020-02-27,000300,沪深300,CAPM市场基准,4084.078,4084.876,4110.528,4067.441,18129098100
2020-02-28,000300,沪深300,CAPM市场基准,3988.727,3940.049,4031.145,3928.066,23027509300
2020-03-02,000300,沪深300,CAPM市场基准,3968.844,4069.666,4092.539,3968.844,21931355900
2020-03-03,000300,沪深300,CAPM市场基准,4125.136,4091.362,4147.653,4067.909,21936977700
2020-03-04,000300,沪深300,CAPM市场基准,4078.5,4115.052,4115.262,4060.729,18242473000
2020-03-05,000300,沪深300,CAPM市场基准,4150.21,4206.725,4215.851,4127.039,23182311500
2020-03-06,000300,沪深300,CAPM市场基准,4158.202,4138.507,4181.31,4135.39,17247571700
2020-03-09,000300,沪深300,CAPM市场基准,4063.076,3997.133,4063.076,3995.131,20810203500
2020-03-10,000300,沪深300,CAPM市场基准,3975.229,4082.732,4093.002,3954.751,19741640200
2020-03-11,000300,沪深300,CAPM市场基准,4090.935,4028.429,4091.27,4028.396,16165611100
2020-03-12,000300,沪深300,CAPM市场基准,3976.114,3950.911,3987.434,3926.27,15706045800
2020-03-13,000300,沪深300,CAPM市场基准,3771.014,3895.313,3937.181,3765.148,18829672200
2020-03-16,000300,沪深300,CAPM市场基准,3899.86,3727.84,3899.86,3720.513,18596826000
2020-03-17,000300,沪深300,CAPM市场基准,3739.783,3709.682,3786.891,3618.307,16624612900
2020-03-18,000300,沪深300,CAPM市场基准,3729.685,3636.257,3775.851,3636.257,15503754700
2020-03-19,000300,沪深300,CAPM市场基准,3623.789,3589.093,3647.987,3503.187,18080740700
2020-03-20,000300,沪深300,CAPM市场基准,3629.513,3653.224,3663.952,3588.777,13960300000
2020-03-23,000300,沪深300,CAPM市场基准,3542.684,3530.306,3585.801,3523.788,13710879000
2020-03-24,000300,沪深300,CAPM市场基准,3598.655,3625.115,3627.759,3545.452,14310302100
2020-03-25,000300,沪深300,CAPM市场基准,3711.475,3722.518,3732.654,3685.994,15349595800
2020-03-26,000300,沪深300,CAPM市场基准,3692.608,3698.047,3736.254,3681.267,11231066500
2020-03-27,000300,沪深300,CAPM市场基准,3746.391,3710.061,3758.783,3709.921,12406099500
2020-03-30,000300,沪深300,CAPM市场基准,3657.462,3674.111,3690.639,3637.585,12687667300
2020-03-31,000300,沪深300,CAPM市场基准,3708.14,3686.155,3716.071,3676.202,11145302500
2020-04-01,000300,沪深300,CAPM市场基准,3682.297,3675.076,3731.78,3670.965,11935262000
2020-04-02,000300,沪深300,CAPM市场基准,3656.323,3734.531,3734.531,3652.317,11516820900
2020-04-03,000300,沪深300,CAPM市场基准,3721.482,3713.218,3738.832,3698.982,9982508300
2020-04-07,000300,沪深300,CAPM市场基准,3779.908,3798.021,3803.629,3772.205,14277803000
2020-04-08,000300,沪深300,CAPM市场基准,3776.417,3780.345,3793.002,3767.292,11138951300
2020-04-09,000300,沪深300,CAPM市场基准,3798.488,3792.811,3801.725,3785.312,10048503200
2020-04-10,000300,沪深300,CAPM市场基准,3794.843,3769.178,3824.744,3758.96,10244495600
2020-04-13,000300,沪深300,CAPM市场基准,3751.709,3753.257,3769.876,3740.194,7905334300
2020-04-14,000300,沪深300,CAPM市场基准,3777.834,3825.699,3825.76,3764.984,11063758500
2020-04-15,000300,沪深300,CAPM市场基准,3820.851,3797.362,3829.801,3793.44,10846198400
2020-04-16,000300,沪深300,CAPM市场基准,3777.799,3802.381,3807.357,3774.559,9594796500
2020-04-17,000300,沪深300,CAPM市场基准,3831.923,3839.487,3863.452,3821.42,13200430100
2020-04-20,000300,沪深300,CAPM市场基准,3845.46,3853.455,3853.798,3831.553,10001311500
2020-04-21,000300,沪深300,CAPM市场基准,3838.231,3808.047,3838.231,3779.997,10292188800
2020-04-22,000300,沪深300,CAPM市场基准,3789.13,3839.383,3839.383,3782.215,8589946400
2020-04-23,000300,沪深300,CAPM市场基准,3851.913,3829.753,3857.471,3826.557,9550845000
2020-04-24,000300,沪深300,CAPM市场基准,3826.312,3796.972,3827.212,3787.071,9484413500
2020-04-27,000300,沪深300,CAPM市场基准,3808.017,3822.769,3842.871,3793.766,9546273500
2020-04-28,000300,沪深300,CAPM市场基准,3835.348,3849.147,3859.675,3768.2,12209347600
2020-04-29,000300,沪深300,CAPM市场基准,3837.514,3867.032,3880.744,3833.716,9585459000
2020-04-30,000300,沪深300,CAPM市场基准,3880.409,3912.577,3921.7,3880.409,13291712500
2020-05-06,000300,沪深300,CAPM市场基准,3867.259,3936.254,3937.691,3865.988,13985567500
2020-05-07,000300,沪深300,CAPM市场基准,3937.592,3924.895,3941.483,3915.905,10551464600
2020-05-08,000300,沪深300,CAPM市场基准,3942.997,3963.622,3979.663,3935.981,11694334100
2020-05-11,000300,沪深300,CAPM市场基准,3974.761,3960.18,3998.097,3944.504,12267380300
2020-05-12,000300,沪深300,CAPM市场基准,3961.343,3960.238,3970.112,3930.211,9825055400
2020-05-13,000300,沪深300,CAPM市场基准,3946.643,3968.253,3972.525,3932.571,8819066900
2020-05-14,000300,沪深300,CAPM市场基准,3952.199,3925.218,3952.199,3924.045,8853000400
2020-05-15,000300,沪深300,CAPM市场基准,3941.125,3912.816,3945.196,3907.402,9261838200
2020-05-18,000300,沪深300,CAPM市场基准,3914.66,3922.912,3946.431,3898.404,11280176200
2020-05-19,000300,沪深300,CAPM市场基准,3963.775,3956.25,3966.852,3944.072,9401529100
2020-05-20,000300,沪深300,CAPM市场基准,3955.715,3935.222,3955.715,3923.921,10079115000
2020-05-21,000300,沪深300,CAPM市场基准,3950.598,3913.795,3951.743,3907.579,9486103300
2020-05-22,000300,沪深300,CAPM市场基准,3907.576,3824.064,3907.576,3818.149,10337836000
2020-05-25,000300,沪深300,CAPM市场基准,3828.321,3829.325,3835.633,3800.18,7903332600
2020-05-26,000300,沪深300,CAPM市场基准,3850.001,3872.77,3874.748,3844.478,7744807600
2020-05-27,000300,沪深300,CAPM市场基准,3873.698,3845.614,3873.698,3838.425,8371183100
2020-05-28,000300,沪深300,CAPM市场基准,3848.489,3856.632,3885.421,3818.432,9306405400
2020-05-29,000300,沪深300,CAPM市场基准,3838.377,3867.023,3872.303,3830.419,9381383200
2020-06-01,000300,沪深300,CAPM市场基准,3901.726,3971.34,3976.315,3901.726,13645665200
2020-06-02,000300,沪深300,CAPM市场基准,3969.952,3983.568,3991.776,3958.977,14430306000
2020-06-03,000300,沪深300,CAPM市场基准,4001.171,3983.648,4018.676,3982.93,13659748300
2020-06-04,000300,沪深300,CAPM市场基准,3998.164,3982.185,3999.805,3968.572,10427773700
2020-06-05,000300,沪深300,CAPM市场基准,3988.224,4001.251,4001.251,3967.926,10244394200
2020-06-08,000300,沪深300,CAPM市场基准,4023.606,4021.955,4050.221,4016.102,13792581300
2020-06-09,000300,沪深300,CAPM市场基准,4027.561,4047.029,4052.156,4016.339,11530447900
2020-06-10,000300,沪深300,CAPM市场基准,4046.232,4039.705,4046.232,4024.419,11226572800
2020-06-11,000300,沪深300,CAPM市场基准,4031.74,3995.885,4043.012,3979.752,12730894100
2020-06-12,000300,沪深300,CAPM市场基准,3931.624,4003.083,4011.059,3927.249,13416664900
2020-06-15,000300,沪深300,CAPM市场基准,3982.967,3954.988,4007.14,3954.988,13129786000
2020-06-16,000300,沪深300,CAPM市场基准,3995.579,4014.57,4014.57,3987.864,11105153900
2020-06-17,000300,沪深300,CAPM市场基准,4018.609,4017.594,4018.609,3992.134,10560579900
2020-06-18,000300,沪深300,CAPM市场基准,4009.783,4044.384,4047.557,4000.901,13814876100
2020-06-19,000300,沪深300,CAPM市场基准,4047.048,4098.71,4109.36,4043.493,15294699000
2020-06-22,000300,沪深300,CAPM市场基准,4097.507,4102.046,4126.942,4088.782,15582946500
2020-06-23,000300,沪深300,CAPM市场基准,4098.037,4121.794,4124.725,4080.753,12922951000
2020-06-24,000300,沪深300,CAPM市场基准,4128.1,4138.99,4144.678,4123.358,12171246500
2020-06-29,000300,沪深300,CAPM市场基准,4127.935,4109.716,4137.37,4092.535,13086585400
2020-06-30,000300,沪深300,CAPM市场基准,4130.003,4163.964,4174.424,4129.775,12593352100
2020-07-01,000300,沪深300,CAPM市场基准,4172.643,4247.784,4247.784,4163.495,16999045600
2020-07-02,000300,沪深300,CAPM市场基准,4239.408,4335.845,4340.104,4238.116,25293936800
2020-07-03,000300,沪深300,CAPM市场基准,4353.194,4419.596,4419.596,4348.454,29048553900
2020-07-06,000300,沪深300,CAPM市场基准,4465.808,4670.095,4678.112,4465.808,40582102500
2020-07-07,000300,沪深300,CAPM市场基准,4739.61,4698.126,4796.316,4688.057,40600855300
2020-07-08,000300,沪深300,CAPM市场基准,4692.862,4774.004,4803.364,4670.65,34807484700
2020-07-09,000300,沪深300,CAPM市场基准,4770.077,4840.771,4854.12,4757.294,35104689300
2020-07-10,000300,沪深300,CAPM市场基准,4796.087,4753.133,4821.375,4734.473,31694965100
2020-07-13,000300,沪深300,CAPM市场基准,4742.374,4852.961,4878.077,4741.874,32164544600
2020-07-14,000300,沪深300,CAPM市场基准,4836.166,4806.69,4860.44,4729.926,29724198500
2020-07-15,000300,沪深300,CAPM市场基准,4821.516,4744.469,4837.476,4723.361,27238900600
2020-07-16,000300,沪深300,CAPM市场基准,4741.53,4516.253,4772.564,4513.654,28465713300
2020-07-17,000300,沪深300,CAPM市场基准,4524.772,4544.701,4601.373,4485.821,20737556300
2020-07-20,000300,沪深300,CAPM市场基准,4597.204,4680.305,4681.943,4534.231,24606891400
2020-07-21,000300,沪深300,CAPM市场基准,4697.503,4691.043,4714.293,4661.444,20041565900
2020-07-22,000300,沪深300,CAPM市场基准,4682.658,4714.445,4790.449,4675.349,22419921100
2020-07-23,000300,沪深300,CAPM市场基准,4668.74,4712.436,4731.4,4607.659,23431456900
2020-07-24,000300,沪深300,CAPM市场基准,4679.027,4505.591,4691.698,4479.393,24390520300
2020-07-27,000300,沪深300,CAPM市场基准,4535.005,4528.45,4558.119,4482.441,17142055100
2020-07-28,000300,沪深300,CAPM市场基准,4567.669,4568.258,4590.25,4537.685,16276849800
2020-07-29,000300,沪深300,CAPM市场基准,4559.163,4679.008,4680.558,4548.854,18669530500
2020-07-30,000300,沪深300,CAPM市场基准,4689.763,4656.151,4704.631,4649.768,16696756600
2020-07-31,000300,沪深300,CAPM市场基准,4652.182,4695.046,4741.808,4621.964,18483902600
2020-08-03,000300,沪深300,CAPM市场基准,4735.899,4771.311,4771.369,4720.025,21477623900
2020-08-04,000300,沪深300,CAPM市场基准,4778.487,4775.802,4807.078,4747.775,23997498500
2020-08-05,000300,沪深300,CAPM市场基准,4761.764,4777.109,4786.703,4711.272,19670054800
2020-08-06,000300,沪深300,CAPM市场基准,4779.238,4762.764,4791.857,4691.157,22785440600
2020-08-07,000300,沪深300,CAPM市场基准,4742.294,4707.926,4749.022,4637.843,21351821600
2020-08-10,000300,沪深300,CAPM市场基准,4681.755,4724.87,4757.663,4646.289,20378883200
2020-08-11,000300,沪深300,CAPM市场基准,4730.375,4681.784,4791.534,4674.864,20554651100
2020-08-12,000300,沪深300,CAPM市场基准,4668.89,4647.645,4681.621,4566.274,20288723900
2020-08-13,000300,沪深300,CAPM市场基准,4666.49,4635.713,4671.769,4626.103,15255009200
2020-08-14,000300,沪深300,CAPM市场基准,4627.61,4704.629,4708.071,4617.632,14729292100
2020-08-17,000300,沪深300,CAPM市场基准,4727.12,4815.226,4838.086,4721.359,26800155600
2020-08-18,000300,沪深300,CAPM市场基准,4816.57,4812.756,4825.386,4788.829,18913985400
2020-08-19,000300,沪深300,CAPM市场基准,4804.666,4740.678,4809.05,4738.009,19244294800
2020-08-20,000300,沪深300,CAPM市场基准,4708.125,4679.154,4721.436,4662.803,15836863900
2020-08-21,000300,沪深300,CAPM市场基准,4717.787,4718.843,4739.484,4684.81,14265786400
2020-08-24,000300,沪深300,CAPM市场基准,4746.404,4755.849,4769.467,4716.605,15114351200
2020-08-25,000300,沪深300,CAPM市场基准,4769.211,4761.951,4802.412,4746.313,14170135100
2020-08-26,000300,沪深300,CAPM市场基准,4761.719,4706.13,4786.425,4689.881,15130518000
2020-08-27,000300,沪深300,CAPM市场基准,4718.062,4731.345,4731.935,4679.362,11904285000
2020-08-28,000300,沪深300,CAPM市场基准,4727.292,4844.265,4850.488,4719.353,15939976500
2020-08-31,000300,沪深300,CAPM市场基准,4870.934,4816.215,4901.212,4816.212,20256702900
2020-09-01,000300,沪深300,CAPM市场基准,4803.392,4842.122,4842.135,4791.783,13839540200
2020-09-02,000300,沪深300,CAPM市场基准,4859.075,4843.887,4863.551,4797.52,15798952400
2020-09-03,000300,沪深300,CAPM市场基准,4841.502,4817.095,4877.012,4800.058,14567120100
2020-09-04,000300,沪深300,CAPM市场基准,4737.237,4770.219,4778.203,4726.556,12003279600
2020-09-07,000300,沪深300,CAPM市场基准,4759.521,4669.368,4789.303,4655.56,14860779100
2020-09-08,000300,沪深300,CAPM市场基准,4683.826,4694.389,4707.897,4639.053,13919922700
2020-09-09,000300,沪深300,CAPM市场基准,4634.247,4584.589,4645.197,4558.03,16227710700
2020-09-10,000300,沪深300,CAPM市场基准,4632.099,4581.978,4647.751,4572.206,15065287800
2020-09-11,000300,沪深300,CAPM市场基准,4572.257,4627.283,4630.884,4563.106,11530242400
2020-09-14,000300,沪深300,CAPM市场基准,4652.054,4651.051,4666.986,4625.988,10723517900
2020-09-15,000300,沪深300,CAPM市场基准,4649.447,4688.483,4691.5,4630.537,10191592500
2020-09-16,000300,沪深300,CAPM市场基准,4683.006,4657.358,4690.682,4638.459,10875364100
2020-09-17,000300,沪深300,CAPM市场基准,4642.054,4632.714,4664.949,4601.639,10598363100
2020-09-18,000300,沪深300,CAPM市场基准,4636.642,4737.089,4737.804,4631.705,16042647500
2020-09-21,000300,沪深300,CAPM市场基准,4750.748,4691.428,4752.98,4688.72,12453582700
2020-09-22,000300,沪深300,CAPM市场基准,4654.218,4635.761,4706.21,4622.111,11967294700
2020-09-23,000300,沪深300,CAPM市场基准,4639.659,4652.327,4665.96,4623.553,9582652800
2020-09-24,000300,沪深300,CAPM市场基准,4623.954,4563.066,4631.948,4562.209,11259368300
2020-09-25,000300,沪深300,CAPM市场基准,4582.482,4570.022,4599.539,4554.72,9301515500
2020-09-28,000300,沪深300,CAPM市场基准,4582.647,4581.909,4613.632,4571.151,8504838900
2020-09-29,000300,沪深300,CAPM市场基准,4608.293,4591.799,4616.677,4586.354,8599385800
2020-09-30,000300,沪深300,CAPM市场基准,4607.575,4587.395,4634.724,4563.411,8908120000
2020-10-09,000300,沪深300,CAPM市场基准,4663.61,4681.141,4695.404,4655.085,11133751200
2020-10-12,000300,沪深300,CAPM市场基准,4705.188,4823.158,4823.267,4704.155,15578455800
2020-10-13,000300,沪深300,CAPM市场基准,4812.899,4839.201,4845.919,4795.373,11651633800
2020-10-14,000300,沪深300,CAPM市场基准,4830.458,4807.102,4830.458,4795.907,11190692300
2020-10-15,000300,沪深300,CAPM市场基准,4810.782,4798.736,4833.893,4796.265,10996496200
2020-10-16,000300,沪深300,CAPM市场基准,4798.916,4791.676,4825.552,4765.967,11671610200
2020-10-19,000300,沪深300,CAPM市场基准,4823.494,4755.488,4849.605,4747.336,12924636100
2020-10-20,000300,沪深300,CAPM市场基准,4751.369,4793.467,4793.467,4739.458,9804815600
2020-10-21,000300,沪深300,CAPM市场基准,4801.631,4792.828,4801.631,4758.855,10380570300
2020-10-22,000300,沪深300,CAPM市场基准,4780.595,4777.985,4791.808,4725.499,10135089100
2020-10-23,000300,沪深300,CAPM市场基准,4775.467,4718.488,4802.456,4717.098,10682518400
2020-10-26,000300,沪深300,CAPM市场基准,4684.047,4691.236,4713.395,4639.302,10834327500
2020-10-27,000300,沪深300,CAPM市场基准,4680.137,4699.279,4708.462,4671.854,9265630400
2020-10-28,000300,沪深300,CAPM市场基准,4703.004,4737.272,4753.313,4685.601,10846340200
2020-10-29,000300,沪深300,CAPM市场基准,4683.607,4772.92,4803.032,4679.253,11711725000
2020-10-30,000300,沪深300,CAPM市场基准,4776.473,4695.334,4778.509,4683.472,13980230300
2020-11-02,000300,沪深300,CAPM市场基准,4702.746,4720.831,4738.024,4695.444,14286769300
2020-11-03,000300,沪深300,CAPM市场基准,4743.174,4777.561,4793.396,4734.175,13605540800
2020-11-04,000300,沪深300,CAPM市场基准,4781.448,4813.656,4825.464,4770.558,11466180600
2020-11-05,000300,沪深300,CAPM市场基准,4861.338,4885.112,4885.112,4838.0,13924459400
2020-11-06,000300,沪深300,CAPM市场基准,4897.63,4885.718,4897.63,4845.429,15363903400
2020-11-09,000300,沪深300,CAPM市场基准,4918.861,4981.35,4997.802,4918.861,19713198400
2020-11-10,000300,沪深300,CAPM市场基准,4995.413,4953.876,4995.413,4928.932,17626721400
2020-11-11,000300,沪深300,CAPM市场基准,4937.758,4904.898,4957.585,4901.707,16447051500
2020-11-12,000300,沪深300,CAPM市场基准,4916.774,4908.463,4926.342,4891.51,11811461900
2020-11-13,000300,沪深300,CAPM市场基准,4886.978,4856.851,4886.978,4825.758,13369307900
2020-11-16,000300,沪深300,CAPM市场基准,4880.958,4904.172,4904.172,4848.624,14877098000
2020-11-17,000300,沪深300,CAPM市场基准,4903.12,4894.786,4909.29,4865.394,15148746400
2020-11-18,000300,沪深300,CAPM市场基准,4889.675,4891.672,4911.088,4870.716,16421661600
2020-11-19,000300,沪深300,CAPM市场基准,4880.922,4927.989,4939.791,4870.201,13368137800
2020-11-20,000300,沪深300,CAPM市场基准,4928.222,4943.288,4947.43,4922.59,12940034100
2020-11-23,000300,沪深300,CAPM市场基准,4954.599,5005.027,5029.652,4940.449,20591518700
2020-11-24,000300,沪深300,CAPM市场基准,4997.049,4974.286,5001.061,4960.982,15663791100
2020-11-25,000300,沪深300,CAPM市场基准,4992.747,4910.7,5004.773,4910.7,17034052700
2020-11-26,000300,沪深300,CAPM市场基准,4908.321,4919.591,4925.286,4867.815,13720233800
2020-11-27,000300,沪深300,CAPM市场基准,4930.593,4980.765,4980.765,4917.348,16295292200
2020-11-30,000300,沪深300,CAPM市场基准,4994.106,4960.252,5055.192,4960.252,26263895000
2020-12-01,000300,沪深300,CAPM市场基准,4963.13,5067.098,5072.549,4963.13,20406563800
2020-12-02,000300,沪深300,CAPM市场基准,5072.976,5067.145,5090.608,5043.309,19543547600
2020-12-03,000300,沪深300,CAPM市场基准,5065.453,5057.06,5072.305,5033.789,17786574800
2020-12-04,000300,沪深300,CAPM市场基准,5049.523,5065.916,5072.387,5017.851,14434716700
2020-12-07,000300,沪深300,CAPM市场基准,5065.729,5022.235,5067.87,5014.609,13989621700
2020-12-08,000300,沪深300,CAPM市场基准,5029.106,5009.879,5043.061,4998.922,12307302900
2020-12-09,000300,沪深300,CAPM市场基准,5022.385,4942.699,5033.642,4942.52,13891696500
2020-12-10,000300,沪深300,CAPM市场基准,4931.293,4940.525,4962.743,4919.77,12591427000
2020-12-11,000300,沪深300,CAPM市场基准,4957.824,4889.629,4957.824,4849.355,15935769700
2020-12-14,000300,沪深300,CAPM市场基准,4903.627,4934.835,4937.26,4887.66,12080155200
2020-12-15,000300,沪深300,CAPM市场基准,4931.602,4945.1,4954.189,4904.793,11834263300
2020-12-16,000300,沪深300,CAPM市场基准,4957.297,4953.867,4968.856,4938.193,10677896800
2020-12-17,000300,沪深300,CAPM市场基准,4960.729,5017.478,5021.617,4950.371,13338547900
2020-12-18,000300,沪深300,CAPM市场基准,5014.321,4999.968,5027.445,4979.005,12804961800
2020-12-21,000300,沪深300,CAPM市场基准,4995.762,5046.84,5048.507,4969.999,14081178200
2020-12-22,000300,沪深300,CAPM市场基准,5034.983,4964.773,5055.135,4960.946,16234497000
2020-12-23,000300,沪深300,CAPM市场基准,4977.299,5007.124,5028.451,4968.151,14029281900
2020-12-24,000300,沪深300,CAPM市场基准,5006.005,5000.015,5033.038,4979.237,11441866700
2020-12-25,000300,沪深300,CAPM市场基准,4985.77,5042.014,5042.098,4973.681,12100697900
2020-12-28,000300,沪深300,CAPM市场基准,5042.943,5064.415,5089.345,5037.858,13691440700
2020-12-29,000300,沪深300,CAPM市场基准,5071.449,5042.936,5077.417,5034.308,14119866200
2020-12-30,000300,沪深300,CAPM市场基准,5037.985,5113.711,5113.711,5036.629,14862644800
2020-12-31,000300,沪深300,CAPM市场基准,5122.48,5211.289,5215.618,5122.48,17160250900
2021-01-04,000300,沪深300,CAPM市场基准,5212.931,5267.718,5284.434,5190.937,21171138200
2021-01-05,000300,沪深300,CAPM市场基准,5245.836,5368.505,5368.505,5234.378,22493115900
2021-01-06,000300,沪深300,CAPM市场基准,5386.514,5417.668,5433.469,5341.43,19377344400
2021-01-07,000300,沪深300,CAPM市场基准,5428.394,5513.657,5513.657,5413.353,21987208000
2021-01-08,000300,沪深300,CAPM市场基准,5526.288,5495.431,5547.473,5442.694,20432495600
2021-01-11,000300,沪深300,CAPM市场基准,5504.236,5441.158,5555.692,5412.505,23183598300
2021-01-12,000300,沪深300,CAPM市场基准,5419.5,5596.353,5596.353,5417.627,22422018600
2021-01-13,000300,沪深300,CAPM市场基准,5609.264,5577.971,5644.72,5535.144,26156988600
2021-01-14,000300,沪深300,CAPM市场基准,5556.213,5470.456,5568.018,5458.682,24368338000
2021-01-15,000300,沪深300,CAPM市场基准,5471.391,5458.081,5500.635,5390.274,23863743500
2021-01-18,000300,沪深300,CAPM市场基准,5438.162,5518.521,5541.461,5410.775,20705186900
2021-01-19,000300,沪深300,CAPM市场基准,5525.969,5437.523,5532.479,5415.717,21104342500
2021-01-20,000300,沪深300,CAPM市场基准,5439.911,5476.434,5496.049,5426.536,17091326000
2021-01-21,000300,沪深300,CAPM市场基准,5492.959,5564.969,5593.106,5490.563,20995019700
2021-01-22,000300,沪深300,CAPM市场基准,5562.379,5569.776,5573.659,5513.877,19930002000
2021-01-25,000300,沪深300,CAPM市场基准,5564.124,5625.923,5655.48,5543.266,19704701900
2021-01-26,000300,沪深300,CAPM市场基准,5600.902,5512.968,5600.902,5505.996,17190459000
2021-01-27,000300,沪深300,CAPM市场基准,5505.771,5528.003,5534.993,5449.639,16019084100
2021-01-28,000300,沪深300,CAPM市场基准,5450.37,5377.143,5462.235,5360.377,17048558500
2021-01-29,000300,沪深300,CAPM市场基准,5413.968,5351.965,5430.202,5288.096,18217878400
2021-02-01,000300,沪深300,CAPM市场基准,5356.854,5417.648,5422.299,5342.046,16631370600
2021-02-02,000300,沪深300,CAPM市场基准,5429.703,5501.092,5503.215,5411.517,16521056500
2021-02-03,000300,沪深300,CAPM市场基准,5499.296,5485.201,5532.886,5473.124,18805431700
2021-02-04,000300,沪深300,CAPM市场基准,5453.976,5473.948,5510.054,5411.575,18057565400
2021-02-05,000300,沪深300,CAPM市场基准,5494.701,5483.414,5550.771,5477.652,18969959800
2021-02-08,000300,沪深300,CAPM市场基准,5506.142,5564.562,5576.491,5479.853,16403377500
2021-02-09,000300,沪深300,CAPM市场基准,5584.165,5686.25,5686.25,5555.054,16488726000
2021-02-10,000300,沪深300,CAPM市场基准,5709.684,5807.719,5823.422,5707.33,17016978600
2021-02-18,000300,沪深300,CAPM市场基准,5922.071,5768.381,5930.912,5747.663,21884868600
2021-02-19,000300,沪深300,CAPM市场基准,5734.019,5778.842,5787.887,5667.321,21447578000
2021-02-22,000300,沪深300,CAPM市场基准,5785.51,5597.333,5785.51,5597.333,28212438200
2021-02-23,000300,沪深300,CAPM市场基准,5542.684,5579.668,5644.755,5541.109,23380772700
2021-02-24,000300,沪深300,CAPM市场基准,5591.48,5437.568,5598.828,5379.728,22542861000
2021-02-25,000300,沪深300,CAPM市场基准,5494.471,5469.558,5527.63,5444.165,23073602800
2021-02-26,000300,沪深300,CAPM市场基准,5343.904,5336.761,5416.32,5318.858,21226454300
2021-03-01,000300,沪深300,CAPM市场基准,5389.25,5418.784,5421.555,5345.945,17746352300
2021-03-02,000300,沪深300,CAPM市场基准,5453.285,5349.63,5454.969,5305.055,19651111500
2021-03-03,000300,沪深300,CAPM市场基准,5327.347,5452.213,5452.396,5316.481,19470905400
2021-03-04,000300,沪深300,CAPM市场基准,5388.479,5280.706,5392.373,5254.777,21277521100
2021-03-05,000300,沪深300,CAPM市场基准,5191.97,5262.796,5307.82,5174.246,20262795600
2021-03-08,000300,沪深300,CAPM市场基准,5299.791,5080.025,5326.26,5079.798,23023163500
